"ID","Attending","Graduate_On","Plan_attend","Completed","Completed_On","Graduated","Graduation_Date","ID_PK","Study","Grad_Date_Change","Completed_Date_Change","Graduation_Date_Change","Degree_Recieved"
"10802","Anoka high School","06/05/13 00:00:00","Anoka Ramsey Community College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6168","Undicided",,"Year-Only","Year-Only",
"10796","Anoka High School","06/01/14 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6169","Archeology","Month-Only","Year-Only","Year-Only",
"10793","Anoka","06/05/12 00:00:00","Anok Ramsey Community College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6170","Nursing",,"Year-Only","Year-Only",
"10809","Anoka High School","06/05/14 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6171",,,"Year-Only","Year-Only",
"10807","Anoka High School","06/07/13 00:00:00","University of Minnesota",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6172","Biology/ Marine biology",,"Year-Only","Year-Only",
"10806","Anoka","06/05/12 00:00:00","Dunwoody college",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6173","auto machanic",,"Year-Only","Year-Only",
"10811","Anoka High School","06/05/12 00:00:00","Anoka Technical College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6174","Pipefitting",,"Year-Only","Year-Only",
"10803","Anoka High School","01/01/14 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6175",,"Year-Only","Year-Only","Year-Only",
"10736",,"01/01/12 00:00:00",,"Riverland","03/31/15 00:00:00","NRHEG","05/27/13 00:00:00","6236",,"Year-Only",,,"TWO YEAR DEGREE"
"10883",,"01/01/12 00:00:00","North Idaho College",,"01/01/12 00:00:00","Timberlake High School","06/03/11 00:00:00","6237","Veterinarian Technician ","Year-Only","Year-Only",,"HIGHSCHOOL DIPLOMA"
"11023",,"01/01/12 00:00:00",,"Warrioress Academy","05/22/09 00:00:00","WWE University","05/22/11 00:00:00","6331",,"Year-Only",,,"CERTIFIED WARRIORESS"
"8579","Ben Lomond High","05/01/11 00:00:00","Weber Stat University",,"01/01/10 00:00:00",,"01/01/10 00:00:00","4694","Photography","Month-Only","Year-Only","Year-Only",
"8619","Ben Lomond High School","05/28/11 00:00:00","Weber State University",,"01/01/10 00:00:00",,"01/01/10 00:00:00","4703","Elementary Education",,"Year-Only","Year-Only",
"8654","Kings Mountain High School","06/08/12 00:00:00","Cleveland community college",,"01/01/10 00:00:00",,"01/01/10 00:00:00","4719","Nursing",,"Year-Only","Year-Only",
"10808","Anoka High School","06/05/13 00:00:00","Winona State University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6176","Elementary Education",,"Year-Only","Year-Only",
"10804","Anoka High School","06/01/14 00:00:00","U of W- River Falls",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6177","Pyschology and Equine Studies","Month-Only","Year-Only","Year-Only",
"10801","Anoka High school","06/01/15 00:00:00",,,"01/01/12 00:00:00","Epiphany School","06/01/11 00:00:00","6178",,"Month-Only","Year-Only","Month-Only",
"10818","Anoka High School","06/06/13 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6179",,,"Year-Only","Year-Only",
"10812","Anoka Highschool","06/05/13 00:00:00","Anoka Technical",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6180",,,"Year-Only","Year-Only",
"10794","Anoka Senior High School","06/01/13 00:00:00","MidAmerica Nazarene University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6181","Biology","Month-Only","Year-Only","Year-Only",
"10799","Anoka Senoir High","06/01/15 00:00:00","Regency Beauty Institute",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6182","Cosmetology","Month-Only","Year-Only","Year-Only",
"10815","Anoka High School","01/01/13 00:00:00","North Dakota State University","2 years of Anoka High School","06/07/11 00:00:00",,"01/01/12 00:00:00","6183","Doctorate in zoology","Year-Only",,"Year-Only",
"10821","Anoka High School","06/01/14 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6184",,"Month-Only","Year-Only","Year-Only",
"10795","Anoka High School","06/01/15 00:00:00","Globe College of Business, MN",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6185","Veternary Technology","Month-Only","Year-Only","Year-Only",
"10798","Anoka High School","06/01/15 00:00:00","Hennepin Community and Technical College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6186","Law Enforcement","Month-Only","Year-Only","Year-Only",
"10813","Anoka high school","06/06/13 00:00:00","St could university ",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6187","Nursing",,"Year-Only","Year-Only",
"10816","Anoka High School","05/30/13 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6188","Business Management",,"Year-Only","Year-Only",
"10828","Anoka high school","06/05/14 00:00:00","St. paul college",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6189","Autio mechanics",,"Year-Only","Year-Only",
"10830","Aoka High School","06/07/15 00:00:00","University of Minnesota Twin Cities",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6190","Medical",,"Year-Only","Year-Only",
"10829","Anoka High School","01/01/14 00:00:00","Anoka Ramsey ommunity College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6191","Psychology","Year-Only","Year-Only","Year-Only",
"10833","Anoka High School","06/05/12 00:00:00","Anoka Ramsey Community College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6192","Generals",,"Year-Only","Year-Only",
"10827","Anoka High School","01/01/12 00:00:00","University of Minnesota-Duluth",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6193","Bachelors in medicine","Year-Only","Year-Only","Year-Only",
"10832","Anoka High School","06/08/14 00:00:00","University of Minnesota Twin Cities",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6194","Architecture, Engineering",,"Year-Only","Year-Only",
"10836","Anoka High School","05/30/14 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6195","Early Education",,"Year-Only","Year-Only",
"10835","Anoka High School","06/07/14 00:00:00","North Dakota State University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6196","Preforming Arts",,"Year-Only","Year-Only",
"10887","Blue Hills Regional Technical School","06/12/13 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6240",,,"Year-Only","Year-Only",
"10890","Mountain Empire High School","06/15/12 00:00:00","Grossmont College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6242","Business",,"Year-Only","Year-Only",
"10891","Franklin High School","06/01/13 00:00:00","NHTI",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6243","history, english","Month-Only","Year-Only","Year-Only",
"10876",,"01/01/12 00:00:00","Honolulu Community College ",,"01/01/12 00:00:00","Kaimuki High School","05/19/12 00:00:00","6244","Auto Body and repair","Year-Only","Year-Only",,
"10899","Grant High School","08/08/14 00:00:00","Votech","Grant Jr High","08/08/08 00:00:00","South Grant ","08/08/05 00:00:00","6247","Engineering ",,,,"JR HIGH DEPLOMA"
"8705","Franklin Parish High School","05/15/10 00:00:00","University of Louisiana Monroe",,"01/01/10 00:00:00",,"01/01/10 00:00:00","4752","Accounting",,"Year-Only","Year-Only",
"11050","Slaughterville High School","05/22/12 00:00:00","Slaughterville State University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6397","Monster Slaying",,"Year-Only","Year-Only",
"11030","Slaughterville High School","05/22/13 00:00:00","Slaughterville State University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6334","Dragon Slaying",,"Year-Only","Year-Only",
"11107","Super Heros Academy ","10/20/12 00:00:00","Super Hero Graduate School","Super Heros Academy ","10/20/12 00:00:00",,"01/01/12 00:00:00","6398","Kickin sissys butts",,,"Year-Only","DOCTORIT IN HEROISM "
"11101",,"01/01/12 00:00:00",,"Warrior University for Manly Warriors","04/20/06 00:00:00","Hero High School","04/20/04 00:00:00","6399",,"Year-Only",,,
"11025","Sky High","05/25/13 00:00:00","Fairmont University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6400",,,"Year-Only","Year-Only",
"11113","Blazin High","05/23/13 00:00:00","Blazin Buds University","U.S. Army Basic Training","01/19/12 00:00:00","Shady waters high school","01/19/12 00:00:00","6401","botanist / superhero",,,,"AA, AT, BFA, BA, BS, MBA, DEGREE OF AWESOMENESS"
"11115","Eastlake High School","05/01/14 00:00:00","Baylor University ",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6402","Buisness Marketing","Month-Only","Year-Only","Year-Only",
"11102","School of The Omega","05/10/13 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6403",,,"Year-Only","Year-Only",
"11119","University of Texas Arlington","05/23/14 00:00:00",,,"01/01/12 00:00:00","University of Wisconsin","05/18/07 00:00:00","6404",,,"Year-Only",,"BS ECONOMICS"
"11123","Winnisquam Regional High School ","06/15/15 00:00:00","Keene state college",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6406","Underwater science",,"Year-Only","Year-Only",
"11126","Rio Rancho Cyber Academy","05/11/13 00:00:00","LSU",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6409","International Business",,"Year-Only","Year-Only",
"11128","Coon Rapids High School","05/29/13 00:00:00","University of California, Los Angeles",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6410","Meteorology",,"Year-Only","Year-Only",
"11133","Family Community Christrian School","05/24/14 00:00:00","Louisiana Tech University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6411","Mechanical Engineering",,"Year-Only","Year-Only",
"11137","Family Community Christian School","05/15/15 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6412",,,"Year-Only","Year-Only",
"11136","Family Community Christian School","05/15/14 00:00:00","School of Urban Mnistries",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6413","Ordination ",,"Year-Only","Year-Only",
"11144","Family Community Christian School","05/24/14 00:00:00","Louisiana Tech University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6414","Automotive Engineering ",,"Year-Only","Year-Only",
"11134","Franklin Community Christian School","05/15/12 00:00:00","University of Louisiana Monroe",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6415","pyschology",,"Year-Only","Year-Only",
"11141","Family Community Christian School","05/04/14 00:00:00","Louisiana Tech University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6416","Photography",,"Year-Only","Year-Only",
"11138","Family Community Christian School","05/18/13 00:00:00","Delta Community College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6417","Nursing ",,"Year-Only","Year-Only",
"11132","Family Community Christian School","05/18/12 00:00:00","Delta Community College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6418","Undecided",,"Year-Only","Year-Only",
"11135","Family Community Christian School","05/24/12 00:00:00","Louisiana Delta ",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6419","Nursing",,"Year-Only","Year-Only",
"11142","Family Community Christian School","05/04/12 00:00:00","Louisiana Tech University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6420","Physical Therapy",,"Year-Only","Year-Only",
"11131","Family Community Christian School","05/18/13 00:00:00","University of Louisiana at Monroe",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6421","General Psychology",,"Year-Only","Year-Only",
"11143","Family Community Christian School","05/15/14 00:00:00","Delta",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6422","Phlebotomy",,"Year-Only","Year-Only",
"11145","Family Community Christian School","05/15/14 00:00:00","ULM",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6423","Physical Therepist",,"Year-Only","Year-Only",
"11164","Family Community Christian School","05/26/16 00:00:00","University of Louisiana Monroe",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6424","Nursing",,"Year-Only","Year-Only",
"10410","Kaimuki high school","05/20/12 00:00:00","Kapiolani community college",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5930","coulinary arts",,"Year-Only","Year-Only",
"10837","Anoka high school","05/30/15 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6197",,,"Year-Only","Year-Only",
"10831","Anoka High School","06/01/14 00:00:00","Bemidji State University ",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6198","Criminal Justice ","Month-Only","Year-Only","Year-Only",
"10838","Anoka High School","06/07/15 00:00:00","Nothern University of Arizona",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6199","Business Administration",,"Year-Only","Year-Only",
"10842","Anoka High School","06/01/15 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6200",,"Month-Only","Year-Only","Year-Only",
"10841","Anoka HIgh School","05/30/14 00:00:00","NDSU ","L","05/21/12 00:00:00",,"01/01/12 00:00:00","6201","Business",,,"Year-Only",
"10834","Anoka High School","05/01/13 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6202","Food Science and Nutrition","Month-Only","Year-Only","Year-Only",
"10844","Anoka High School","01/01/15 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6203",,"Year-Only","Year-Only","Year-Only",
"10845","New Bedford High School ","01/01/14 00:00:00",,"Normandin Middle School","01/01/09 00:00:00","Normandin Middle school","01/01/09 00:00:00","6204","Pediartic Nursing","Year-Only","Year-Only","Year-Only",
"10847","NBHS","06/20/14 00:00:00","California College ","KMS","01/01/09 00:00:00","KMS","06/21/09 00:00:00","6205","Fashion",,"Year-Only",,
"10846","New Bedford High","06/04/14 00:00:00","College ","Keith Middle School","01/01/10 00:00:00",,"01/01/12 00:00:00","6206","Criminal Justice/ Lawyer",,"Year-Only","Year-Only",
"10850",,"01/01/12 00:00:00","Minnesota State University-Mankato","Riverland Community College","05/03/15 00:00:00","N.R.H.E.G. High School","05/28/13 00:00:00","6207","Law Enforcement","Year-Only",,,
"10810","Anoka High School","06/05/13 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6208",,,"Year-Only","Year-Only",
"10820","Anoka High School","05/31/12 00:00:00","Anoka Ramsey Tech",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6209","generals ",,"Year-Only","Year-Only",
"10853","Anoka Senior High School","06/08/15 00:00:00","Regency Beauty Institute",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6210","Cosmetology",,"Year-Only","Year-Only",
"10856","Anoka high school","01/01/14 00:00:00","St. Cloud State University",,"01/01/18 00:00:00",,"01/01/12 00:00:00","6211","Aviation","Year-Only","Year-Only","Year-Only","BS"
"10854","Anoka High School","06/05/12 00:00:00","Anoka Ramsey Community College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6212","English emphasis on writing",,"Year-Only","Year-Only",
"10857","Anoka high school","06/02/13 00:00:00","Iowa State University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6213","Forensic science",,"Year-Only","Year-Only",
"10859","Anoka high school","12/02/13 00:00:00","St clood State universitty",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6214","Nursing",,"Year-Only","Year-Only",
"10824","Anoka High School","06/05/15 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6215",,,"Year-Only","Year-Only",
"10861","Anoka High School","06/06/15 00:00:00","University Of MN",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6216","Registered Nurse",,"Year-Only","Year-Only",
"10860","Anoka High School","06/06/15 00:00:00","U of M twin citys",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6217","Registered nurse",,"Year-Only","Year-Only",
"10864","Anoka High School","05/30/12 00:00:00","Le cordon bleu",,"01/01/12 00:00:00","Anoka High ","06/05/12 00:00:00","6218","head chef",,"Year-Only",,
"10823","Anoka","06/05/12 00:00:00","St.Cloud State University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6219","Pre-Medical",,"Year-Only","Year-Only",
"10819","Anoka","05/30/12 00:00:00","Anoka Ramsy Community College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6220",,,"Year-Only","Year-Only",
"10884","Coon Rapids High School","06/12/14 00:00:00","University of Minnesota ","Coon Rapids Middle School","06/10/10 00:00:00",,"01/01/12 00:00:00","6238","Counseling",,,"Year-Only",
"10047","Franklin Parish High School","05/01/13 00:00:00","University of Louisiana at Monroe","Fort Necessity Jr. High School","05/23/09 00:00:00",,"01/01/11 00:00:00","5675","Medical Field","Month-Only",,"Year-Only",
"11710","Waynesboro High School","06/07/14 00:00:00",,,"01/01/13 00:00:00",,"01/01/13 00:00:00","6807",,,"Year-Only","Year-Only",
"8772","Franklin Parish High School","05/18/12 00:00:00","University of Louisiana Monroe",,"01/01/10 00:00:00",,"01/01/10 00:00:00","4809","Marketing and Finance",,"Year-Only","Year-Only",
"8907","Monadnock","06/11/11 00:00:00",,,"01/01/10 00:00:00",,"01/01/10 00:00:00","4909",,,"Year-Only","Year-Only",
"10822","Anoka high school","06/04/14 00:00:00","Duluth business college",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6221","business management",,"Year-Only","Year-Only",
"10858","Anoka High School","06/05/12 00:00:00","Anoka Tech",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6222","Construction Electricion",,"Year-Only","Year-Only",
"10855","Anoka High School","06/05/15 00:00:00","Auburn University",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6223","Marine Biology",,"Year-Only","Year-Only",
"10862","Anoka High School","06/04/14 00:00:00","Galveston College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6224","Associate degree in Social Work",,"Year-Only","Year-Only",
"10863","Anoka High School","05/30/12 00:00:00","North ?Dakota State College of Science",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6225","Culinary Arts",,"Year-Only","Year-Only",
"10867","Anoka High School","01/08/13 00:00:00","University of Minnesota",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6226","Crimina justice",,"Year-Only","Year-Only","BS"
"10872","Anoka High School","06/05/15 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6227",,,"Year-Only","Year-Only",
"10873","Anoka","06/01/15 00:00:00","University of MInnesota ",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6228","Law",,"Year-Only","Year-Only",
"10871","Anoka High School","06/03/13 00:00:00","Anoka Ramsey Community College",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6229","Dietetics",,"Year-Only","Year-Only",
"10869","Anoka High School","06/01/14 00:00:00","University of Wisconsin-Eau Claire",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6230","Administration","Month-Only","Year-Only","Year-Only",
"10868","Anoka","06/07/15 00:00:00","The university of MN",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6231","BS",,"Year-Only","Year-Only",
"10870","Anoka High School","06/05/13 00:00:00",,,"01/01/12 00:00:00",,"01/01/12 00:00:00","6232",,,"Year-Only","Year-Only",
"10875","Anoka High School","09/10/12 00:00:00","Mayo University ",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6233","Plastic Surgeon",,"Year-Only","Year-Only",
"10885",,"01/01/12 00:00:00","University of Pennsylvania","USMC Aviation Ordnance I-Level","02/02/08 00:00:00","Kensington High School","06/16/02 00:00:00","6239","Criminal Law","Year-Only",,,
"10888","University of Louisiana-Monroe","05/01/15 00:00:00",,,"01/01/12 00:00:00","Franklin Parish High School","05/01/11 00:00:00","6241",,"Month-Only","Year-Only","Month-Only",
"10906","Grant High","05/17/14 00:00:00","N/A","N/A","01/01/12 00:00:00",,"01/01/12 00:00:00","6248","N/A",,"Year-Only","Year-Only",
"10909","Grant ","05/20/14 00:00:00","Military",,"01/01/12 00:00:00",,"01/01/12 00:00:00","6249",,,"Year-Only","Year-Only",
